pet_id,birth_day,age,gender,country,registration_date,housing_type,outdoor_space,family_type,hours_available,weekend_time,experience_level,training_ability,activity_level,noise_tolerance,budget_level,maintenance_tolerance,size_preference,grooming_tolerance,energy_preference,affection_preference,animal_type,breed
PET_031645,2020-07-09,6,Female,Australia,2021-06-30,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031718,2014-11-20,12,Female,United Kingdom,2015-08-04,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,medium,balanced,cat,Abyssinian
PET_032013,2012-09-20,14,Male,United States,2013-04-26,farm,garden,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032298,2019-03-06,7,Female,Germany,2019-08-22,apartment,none,family_with_children,high,high,intermediate,high,high,medium,high,medium,medium,low,high,balanced,cat,Abyssinian
PET_031956,2025-08-08,1,Female,United Arab Emirates,2026-05-14,house,garden,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032138,2018-08-07,8,Male,Japan,2019-03-29,house,balcony,family_with_children,high,high,intermediate,medium,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032200,2024-06-01,2,Male,United States,2024-08-19,house,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,small,low,high,balanced,cat,Abyssinian
PET_031815,2018-06-06,8,Male,Australia,2018-10-12,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032204,2012-05-22,14,Male,United Arab Emirates,2012-10-27,house,none,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031302,2012-09-30,14,Female,Australia,2013-04-17,house,balcony,alone,high,high,beginner,high,high,medium,medium,medium,medium,low,medium,balanced,cat,Abyssinian
PET_031623,2019-12-10,7,Female,Japan,2020-02-17,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032244,2020-02-27,6,Female,Germany,2020-04-17,house,none,couple,high,high,intermediate,low,high,low,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032076,2025-08-15,1,Female,Australia,2026-03-24,apartment,none,couple,high,high,beginner,high,low,medium,medium,medium,medium,medium,high,balanced,cat,Abyssinian
PET_032368,2015-10-26,11,Male,Canada,2015-12-07,house,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,very_affectionate,cat,Abyssinian
PET_032352,2022-09-03,4,Female,United Arab Emirates,2023-01-16,house,none,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031509,2018-11-03,8,Female,Saudi Arabia,2019-08-11,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,medium,medium,high,high,balanced,cat,Abyssinian
PET_031216,2023-03-30,3,Female,United Kingdom,2024-03-04,apartment,balcony,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,low,balanced,cat,Abyssinian
PET_032105,2022-06-16,4,Male,Germany,2023-01-21,house,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031395,2020-11-05,6,Male,Canada,2021-05-29,farm,none,family_with_children,high,high,intermediate,high,high,medium,medium,high,medium,low,high,balanced,cat,Abyssinian
PET_031636,2019-06-15,7,Female,Australia,2019-10-01,apartment,balcony,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031795,2022-08-21,4,Female,United Arab Emirates,2023-06-26,house,balcony,family_with_children,high,high,intermediate,medium,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031741,2024-10-10,2,Female,Saudi Arabia,2025-04-09,house,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031393,2023-08-21,3,Male,United States,2023-11-25,apartment,none,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031942,2018-03-22,8,Female,United Arab Emirates,2018-12-04,house,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,low,balanced,cat,Abyssinian
PET_031378,2014-11-13,12,Female,United Arab Emirates,2015-10-01,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032369,2015-03-08,11,Male,United Kingdom,2015-05-13,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,medium,high,balanced,cat,Abyssinian
PET_032322,2021-11-08,5,Male,Australia,2022-01-08,house,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031901,2021-01-06,5,Male,United Kingdom,2021-03-03,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031476,2025-09-29,1,Male,Canada,2026-05-18,house,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031370,2017-02-12,9,Female,Australia,2017-11-25,house,none,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031291,2024-07-01,2,Male,Germany,2025-01-14,apartment,balcony,couple,high,high,intermediate,high,high,medium,medium,medium,medium,medium,high,balanced,cat,Abyssinian
PET_031655,2022-01-13,4,Male,Canada,2023-01-12,apartment,large_yard,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031382,2024-06-18,2,Male,United Kingdom,2024-07-27,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032087,2020-07-21,6,Female,Australia,2021-01-30,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032081,2013-07-30,13,Female,Japan,2014-03-21,farm,none,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031228,2014-05-24,12,Male,Saudi Arabia,2015-04-01,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031276,2017-12-13,9,Female,Saudi Arabia,2018-09-12,farm,none,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031667,2018-10-24,8,Female,United States,2019-08-07,farm,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031620,2017-11-12,9,Female,Germany,2018-03-31,apartment,balcony,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031294,2020-08-04,6,Female,United Arab Emirates,2021-02-23,apartment,balcony,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032141,2017-04-01,9,Male,Japan,2017-10-23,apartment,none,alone,low,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031233,2023-12-09,3,Female,Japan,2024-06-14,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031594,2024-10-15,2,Male,United States,2025-01-05,apartment,balcony,family_with_children,high,high,intermediate,medium,high,medium,medium,medium,medium,low,high,very_affectionate,cat,Abyssinian
PET_032373,2021-01-11,5,Male,Canada,2021-08-03,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032025,2018-11-27,8,Female,Saudi Arabia,2019-05-03,apartment,garden,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031650,2023-10-18,3,Male,Australia,2024-02-02,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031375,2023-06-13,3,Male,United Kingdom,2024-03-18,house,large_yard,family_with_children,medium,high,intermediate,medium,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032364,2013-02-20,13,Male,United States,2014-01-22,house,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032255,2015-03-11,11,Female,Germany,2015-05-24,house,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031844,2016-04-17,10,Female,United States,2017-01-24,house,balcony,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032059,2016-11-11,10,Female,United Kingdom,2017-02-16,apartment,none,family_with_children,high,low,intermediate,high,high,medium,medium,low,medium,low,high,balanced,cat,Abyssinian
PET_031343,2019-07-24,7,Female,United Arab Emirates,2019-10-20,apartment,none,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032195,2017-09-28,9,Female,Australia,2018-01-24,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,medium,high,balanced,cat,Abyssinian
PET_031242,2022-02-17,4,Male,United States,2023-01-16,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031333,2020-03-19,6,Male,Germany,2020-11-23,apartment,none,family_with_children,high,medium,intermediate,high,medium,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031485,2023-02-12,3,Male,Japan,2023-11-08,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031727,2025-03-14,1,Female,Canada,2026-03-01,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032078,2012-08-17,14,Female,Australia,2012-10-13,apartment,garden,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031380,2021-04-08,5,Female,United Arab Emirates,2021-10-03,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032172,2024-08-06,2,Female,Australia,2025-06-01,house,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,low,balanced,cat,Abyssinian
PET_032265,2012-09-17,14,Female,Japan,2013-06-03,house,balcony,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032229,2025-07-11,1,Female,United Kingdom,2026-01-19,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,medium,balanced,cat,Abyssinian
PET_031588,2012-06-29,14,Male,Canada,2013-02-13,house,none,family_with_children,high,high,intermediate,high,high,medium,medium,low,medium,low,medium,balanced,cat,Abyssinian
PET_031931,2024-12-27,2,Female,Canada,2025-03-29,farm,none,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031850,2018-03-29,8,Male,Canada,2018-11-10,house,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031274,2012-01-16,14,Male,United Kingdom,2013-01-01,apartment,balcony,couple,high,high,intermediate,high,high,medium,low,medium,medium,low,high,balanced,cat,Abyssinian
PET_032193,2013-02-12,13,Female,United States,2013-07-26,apartment,balcony,family_with_children,high,medium,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031629,2016-09-16,10,Female,Japan,2016-10-20,apartment,none,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031698,2018-01-08,8,Female,United Kingdom,2018-11-15,apartment,balcony,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032366,2014-01-29,12,Male,Australia,2014-09-30,apartment,balcony,couple,high,low,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032047,2022-03-25,4,Male,United Arab Emirates,2022-06-26,apartment,none,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,low,balanced,cat,Abyssinian
PET_031538,2017-01-28,9,Female,Germany,2017-03-14,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032344,2025-01-17,1,Male,Saudi Arabia,2025-08-17,apartment,none,family_with_children,high,low,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032237,2024-08-15,2,Female,Japan,2024-10-09,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,low,medium,low,high,balanced,cat,Abyssinian
PET_031563,2012-12-22,14,Male,United Kingdom,2013-03-10,apartment,garden,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032029,2014-01-23,12,Male,United States,2014-04-01,apartment,none,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031922,2013-12-17,13,Female,Australia,2014-07-04,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031246,2019-02-24,7,Female,Saudi Arabia,2020-02-14,apartment,balcony,couple,medium,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031969,2015-08-25,11,Male,Australia,2016-06-23,apartment,none,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031210,2019-06-17,7,Male,Germany,2020-04-24,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031848,2019-09-29,7,Female,Canada,2020-02-06,apartment,none,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031218,2016-03-09,10,Male,Australia,2016-08-09,apartment,balcony,couple,high,high,intermediate,high,high,medium,medium,high,medium,low,high,balanced,cat,Abyssinian
PET_031621,2019-08-06,7,Female,United Arab Emirates,2020-06-01,apartment,balcony,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031270,2016-09-30,10,Female,Saudi Arabia,2017-08-09,apartment,none,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032296,2017-12-02,9,Female,Japan,2018-08-20,apartment,balcony,family_with_children,high,high,intermediate,high,high,medium,medium,medium,medium,low,low,balanced,cat,Abyssinian
PET_032188,2018-09-12,8,Male,United States,2019-08-28,house,none,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_032227,2013-03-01,13,Female,Canada,2013-04-04,house,none,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031701,2013-06-01,13,Female,Australia,2013-11-18,house,none,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031311,2016-05-08,10,Male,United States,2017-01-14,house,none,couple,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
PET_031521,2025-01-12,1,Male,Germany,2025-06-04,house,large_yard,alone,high,high,intermediate,high,high,medium,medium,medium,medium,low,high,balanced,cat,Abyssinian
